# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
CNNM2	103		Hypomagnesemia, seizures, and mental retardation	AD/AR	616418			
CNNM4	105		Jalili syndrome	AR	217080			
CNOT1	7877		Holoprosencephaly 12, with or without pancreatic agenesis	AD	618500			
CNOT1	7877		Vissers-Bodmer syndrome	AD	619033			
CNOT2	7878		Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies	AD	618608			
CNOT3	7879		Intellectual developmental disorder with speech delay, autism, and dysmorphic facies	AD	618672			
CNPY3	11968		Developmental and epileptic encephalopathy 60	AR	617929			
CNTN1	2171		?Myopathy, congenital, Compton-North	AR	612540			
CNTN2	2172		?Epilepsy, myoclonic, familial adult, 5	AR	615400			
CNTNAP1	8011		Hypomyelinating neuropathy, congenital, 3	AR	618186			
CNTNAP1	8011		Lethal congenital contracture syndrome 7	AR	616286			
CNTNAP2	13830		Pitt-Hopkins like syndrome 1	AR	610042			
CNTNAP2	13830		{Autism susceptibility 15}		612100			
COA3	24990		?Mitochondrial complex IV deficiency, nuclear type 14	AR	619058			
COA5	33848		?Mitochondrial complex IV, deficiency, nuclear type 9	AR	616500			
COA6	18025		Mitochondrial complex IV deficiency, nuclear type 13	AR	616501			
COA7	25716		Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3	AR	618387			
COA8	20492		Mitochondrial complex IV deficiency, nuclear type 17	AR	619061			
COASY	29932		Neurodegeneration with brain iron accumulation 6	AR	615643			
COASY	29932		Pontocerebellar hypoplasia, type 12	AR	618266			
COCH	2180		?Deafness, autosomal recessive 110	AR	618094			
COCH	2180		Deafness, autosomal dominant 9	AD	601369			
COG1	6545		Congenital disorder of glycosylation, type IIg	AR	611209			
COG2	6546		?Congenital disorder of glycosylation, type IIq	AR	617395			
COG4	18620		Congenital disorder of glycosylation, type IIj	AR	613489			
COG4	18620		Saul-Wilson syndrome	AD	618150			
COG5	14857		Congenital disorder of glycosylation, type IIi	AR	613612			
COG6	18621		Congenital disorder of glycosylation, type IIl	AR	614576			
COG6	18621		Shaheen syndrome	AR	615328			
COG7	18622		Congenital disorder of glycosylation, type IIe	AR	608779			
COG8	18623		Congenital disorder of glycosylation, type IIh		611182			
COL10A1	2185		Metaphyseal chondrodysplasia, Schmid type	AD	156500			
COL11A1	2186		Deafness, autosomal dominant 37	AD	618533			
COL11A1	2186		Fibrochondrogenesis 1	AR	228520			
COL11A1	2186		Marshall syndrome	AD	154780			
COL11A1	2186		Stickler syndrome, type II	AD	604841			
COL11A1	2186		{Lumbar disc herniation, susceptibility to}		603932			
COL11A2	2187		Deafness, autosomal dominant 13	AD	601868			
COL11A2	2187		Deafness, autosomal recessive 53	AR	609706			
COL11A2	2187		Fibrochondrogenesis 2	AD/AR	614524			
COL11A2	2187		Otospondylomegaepiphyseal dysplasia, autosomal dominant	AD	184840			
COL11A2	2187		Otospondylomegaepiphyseal dysplasia, autosomal recessive	AR	215150			
COL12A1	2188		?Ullrich congenital muscular dystrophy 2	AR	616470			
COL12A1	2188		Bethlem myopathy 2	AD	616471			
COL13A1	2190		Myasthenic syndrome, congenital, 19	AR	616720			
COL17A1	2194		Epidermolysis bullosa, junctional, localisata variant	AR	226650			
COL17A1	2194		Epidermolysis bullosa, junctional, non-Herlitz type	AR	226650			
COL17A1	2194		Epithelial recurrent erosion dystrophy	AD	122400			
COL18A1	2195		Glaucoma, primary closed-angle	AD	618880			
COL18A1	2195		Knobloch syndrome, type 1	AR	267750			
COL1A1	2197		Caffey disease	AD	114000			
COL1A1	2197		Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1	AD	619115			
COL1A1	2197		Ehlers-Danlos syndrome, arthrochalasia type, 1	AD	130060			
COL1A1	2197		Osteogenesis imperfecta, type I	AD	166200			
COL1A1	2197		Osteogenesis imperfecta, type II	AD	166210			
COL1A1	2197		Osteogenesis imperfecta, type III	AD	259420			
COL1A1	2197		Osteogenesis imperfecta, type IV	AD	166220			
COL1A1	2197		{Bone mineral density variation QTL, osteoporosis}	AD	166710			
COL1A2	2198		Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2	AD	619120			
COL1A2	2198		Ehlers-Danlos syndrome, arthrochalasia type, 2	AD	617821			
COL1A2	2198		Ehlers-Danlos syndrome, cardiac valvular type	AR	225320			
COL1A2	2198		Osteogenesis imperfecta, type II	AD	166210			
COL1A2	2198		Osteogenesis imperfecta, type III	AD	259420			
COL1A2	2198		Osteogenesis imperfecta, type IV	AD	166220			
COL1A2	2198		{Osteoporosis, postmenopausal}	AD	166710			
COL25A1	18603		Fibrosis of extraocular muscles, congenital, 5	AR	616219			
COL27A1	22986		Steel syndrome	AR	615155			
COL2A1	2200		?Epiphyseal dysplasia, multiple, with myopia and deafness	AD	132450			
COL2A1	2200		?Vitreoretinopathy with phalangeal epiphyseal dysplasia	AD	619248			
COL2A1	2200		Achondrogenesis, type II or hypochondrogenesis	AD	200610			
COL2A1	2200		Avascular necrosis of the femoral head	AD	608805			
COL2A1	2200		Czech dysplasia	AD	609162			
COL2A1	2200		Kniest dysplasia	AD	156550			
COL2A1	2200		Legg-Calve-Perthes disease	AD	150600			
COL2A1	2200		Osteoarthritis with mild chondrodysplasia	AD	604864			
COL2A1	2200		Platyspondylic skeletal dysplasia, Torrance type	AD	151210			
COL2A1	2200		SED congenita	AD	183900			
COL2A1	2200		SMED Strudwick type	AD	184250			
COL2A1	2200		Spondyloepiphyseal dysplasia, Stanescu type	AD	616583			
COL2A1	2200		Spondyloperipheral dysplasia	AD	271700			
COL2A1	2200		Stickler sydrome, type I, nonsyndromic ocular	AD	609508			
COL2A1	2200		Stickler syndrome, type I	AD	108300			
COL3A1	2201		Ehlers-Danlos syndrome, vascular type	AD	130050			
COL3A1	2201		Polymicrogyria with or without vascular-type EDS	AR	618343			
COL4A1	2202		?Retinal arteries, tortuosity of	AD	180000			
COL4A1	2202		Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps	AD	611773			
COL4A1	2202		Brain small vessel disease with or without ocular anomalies	AD	175780			
COL4A1	2202		Microangiopathy and leukoencephalopathy, pontine, autosomal dominant	AD	618564			
COL4A1	2202		{Hemorrhage, intracerebral, susceptibility to}		614519			
COL4A2	2203		Brain small vessel disease 2	AD	614483			
COL4A2	2203		{Hemorrhage, intracerebral, susceptibility to}		614519			
COL4A3	2204		Alport syndrome 2, autosomal recessive	AR	203780			
COL4A3	2204		Alport syndrome 3, autosomal dominant	AD	104200			
COL4A3	2204		Hematuria, benign familial	AD	141200			
COL4A4	2206		Alport syndrome 2, autosomal recessive	AR	203780			
COL4A4	2206		Hematuria, familial benign	AD	141200			
COL4A5	2207		Alport syndrome 1, X-linked	XD	301050			
COL4A6	2208		?Deafness, X-linked 6	XR	300914			
COL5A1	2209		Ehlers-Danlos syndrome, classic type, 1	AD	130000			
COL5A1	2209		Fibromuscular dysplasia, multifocal	AD	619329			
COL5A2	2210		Ehlers-Danlos syndrome, classic type, 2	AD	130010			
COL6A1	2211		Bethlem myopathy 1	AD/AR	158810			
COL6A1	2211		Ullrich congenital muscular dystrophy 1	AD/AR	254090			
COL6A2	2212		?Myosclerosis, congenital	AR	255600			
COL6A2	2212		Bethlem myopathy 1	AD/AR	158810			
COL6A2	2212		Ullrich congenital muscular dystrophy 1	AD/AR	254090			
COL6A3	2213		Bethlem myopathy 1	AD/AR	158810			
COL6A3	2213		Dystonia 27	AR	616411			
COL6A3	2213		Ullrich congenital muscular dystrophy 1	AD/AR	254090			
COL7A1	2214		EBD inversa	AR	226600			
COL7A1	2214		EBD, Bart type	AD	132000			
COL7A1	2214		EBD, localisata variant					
COL7A1	2214		Epidermolysis bullosa dystrophica, AD	AD	131750			
COL7A1	2214		Epidermolysis bullosa dystrophica, AR	AR	226600			
COL7A1	2214		Epidermolysis bullosa pruriginosa	AD/AR	604129			
COL7A1	2214		Epidermolysis bullosa, pretibial	AD/AR	131850			
COL7A1	2214		Toenail dystrophy, isolated	AD	607523			
COL7A1	2214		Transient bullous of the newborn	AD/AR	131705			
COL8A2	2216		Corneal dystrophy, Fuchs endothelial, 1	AD	136800			
COL8A2	2216		Corneal dystrophy, posterior polymorphous 2	AD	609140			
COL9A1	2217		?Epiphyseal dysplasia, multiple, 6	AD	614135			
COL9A1	2217		Stickler syndrome, type IV		614134			
COL9A2	2218		?Stickler syndrome, type V	AR	614284			
COL9A2	2218		Epiphyseal dysplasia, multiple, 2	AD	600204			
COL9A3	2219		Epiphyseal dysplasia, multiple, 3, with or without myopathy	AD	600969			
COL9A3	2219		{Intervertebral disc disease, susceptibility to}		603932			
COLEC10	2220		3MC syndrome 3	AR	248340			
COLEC11	17213		3MC syndrome 2	AR	265050			
COLQ	2226		Myasthenic syndrome, congenital, 5	AR	603034			
COMP	2227		Carpal tunnel syndrome 2	AD	619161			
COMP	2227		Epiphyseal dysplasia, multiple, 1	AD	132400			
COMP	2227		Pseudoachondroplasia	AD	177170			
COPA	2230		{Autoimmune interstitial lung, joint, and kidney disease}	AD	616414			
COPB2	2232		?Microcephaly 19, primary, autosomal recessive	AR	617800			
COQ2	25223		Coenzyme Q10 deficiency, primary, 1	AR	607426			
COQ2	25223		{Multiple system atrophy, susceptibility to}	AD/AR	146500			
COQ4	19693		Coenzyme Q10 deficiency, primary, 7	AR	616276			
COQ5	28722		?Coenzyme Q10 deficiency, primary, 9	AR	619028			
COQ6	20233		Coenzyme Q10 deficiency, primary, 6	AR	614650			
COQ7	2244		?Coenzyme Q10 deficiency, primary, 8	AR	616733			
COQ8A	16812		Coenzyme Q10 deficiency, primary, 4	AR	612016			
COQ8B	19041		Nephrotic syndrome, type 9	AR	615573			
COQ9	25302		Coenzyme Q10 deficiency, primary, 5	AR	614654			
CORO1A	2252		Immunodeficiency 8	AR	615401			
COX10	2260		Mitochondrial complex IV deficiency, nuclear type 3	AR	619046			
COX14	28216		?Mitochondrial complex IV deficiency, nuclear type 10	AR	619053			
COX15	2263		Mitochondrial complex IV deficiency, nuclear type 6	AR	615119			
COX16	20213		Mitochondrial complex IV deficiency, nuclear type 22	AR	619355			
COX20	26970		Mitochondrial complex IV deficiency, nuclear type 11	AR	619054			
COX4I2	16232		Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis	AR	612714			
COX6A1	2277		Charcot-Marie-Tooth disease, recessive intermediate D	AR	616039			
COX6A2	2279		Mitochondrial complex IV deficiency, nuclear type 18	AR	619062			
COX6B1	2280		Mitochondrial complex IV deficiency, nuclear type 7	AR	619051			
COX7B	2291		Linear skin defects with multiple congenital anomalies 2	XD	300887			
COX8A	2294		?Mitochondrial complex IV deficiency, nuclear type 15	AR	619059			
CP	2295		Cerebellar ataxia	AR	604290			
CP	2295		Hemosiderosis, systemic, due to aceruloplasminemia	AR	604290			
CP	2295		[Hypoceruloplasminemia, hereditary]	AR	604290			
CPA6	17245		Epilepsy, familial temporal lobe, 5	AD/AR	614417			
CPA6	17245		Febrile seizures, familial, 11	AR	614418			
CPAMD8	23228		Anterior segment dysgenesis 8	AR	617319			
CPE	2303		BDV syndrome	AR	619326			
CPLANE1	25801		Joubert syndrome 17	AR	614615			
CPLANE1	25801		Orofaciodigital syndrome VI	AR	277170			
CPN1	2312		Carboxypeptidase N deficiency	AR	212070			
CPOX	2321		Coproporphyria	AD/AR	121300			
CPOX	2321		Harderoporphyria	AR	618892			
CPS1	2323		Carbamoylphosphate synthetase I deficiency	AR	237300			
CPS1	2323		{Pulmonary hypertension, neonatal, susceptibility to}		615371			
CPT1A	2328		CPT deficiency, hepatic, type IA	AR	255120			
CPT1C	18540		?Spastic paraplegia 73, autosomal dominant	AD	616282			
CPT2	2330		CPT II deficiency, infantile	AR	600649			
CPT2	2330		CPT II deficiency, lethal neonatal	AR	608836			
CPT2	2330		CPT II deficiency, myopathic, stress-induced	AD/AR	255110			
CPT2	2330		{Encephalopathy, acute, infection-induced, 4, susceptibility to}	AD/AR	614212			
CR2	2336		Immunodeficiency, common variable, 7	AR	614699			
CR2	2336		{Systemic lupus erythematosus, susceptibility to, 9}		610927			
CRADD	2340		Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly	AR	614499			
CRAT	2342		?Neurodegeneration with brain iron accumulation 8	AR	617917			
CRB1	2343		Leber congenital amaurosis 8	AR	613835			
CRB1	2343		Pigmented paravenous chorioretinal atrophy	AD	172870			
CRB1	2343		Retinitis pigmentosa-12	AR	600105			
CRB2	18688		Focal segmental glomerulosclerosis 9	AR	616220			
CRB2	18688		Ventriculomegaly with cystic kidney disease	AR	219730			
CRBN	30185		Mental retardation, autosomal recessive 2	AR	607417			
CREB3L1	18856		Osteogenesis imperfecta, type XVI	AR	616229			
CREB3L3	18855		Hypertriglyceridemia 2	AD	619324			
CREBBP	2348		Menke-Hennekam syndrome 1	AD	618332			
CREBBP	2348		Rubinstein-Taybi syndrome 1	AD	180849			
CRELD1	14630		Atrioventricular septal defect, partial, with heterotaxy syndrome	AD	606217			
CRELD1	14630		{Atrioventricular septal defect, susceptibility to, 2}	AD	606217			
CRIPT	14312		Short stature with microcephaly and distinctive facies	AR	615789			
CRLF1	2364		Cold-induced sweating syndrome 1	AR	272430			
CRPPA	37276		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	AR	614643			
CRPPA	37276		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7	AR	616052			
CRTAP	2379		Osteogenesis imperfecta, type VII	AR	610682			
CRX	2383		Cone-rod retinal dystrophy-2	AD	120970			
CRX	2383		Leber congenital amaurosis 7		613829			
CRY1	2384		{Delayed sleep phase disorder, susceptibility to}	AD	614163			
CRYAA	2388		Cataract 9, multiple types	AD/AR	604219			
CRYAB	2389		Cardiomyopathy, dilated, 1II	AD	615184			
CRYAB	2389		Cataract 16, multiple types	AD/AR	613763			
CRYAB	2389		Myopathy, myofibrillar, 2	AD	608810			
CRYAB	2389		Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related	AR	613869			
CRYBA1	2394		Cataract 10, multiple types	AD	600881			
CRYBA2	2395		?Cataract 42	AD	115900			
CRYBA4	2396		Cataract 23		610425			
CRYBB1	2397		Cataract 17, multiple types	AD/AR	611544			
CRYBB2	2398		Cataract 3, multiple types	AD	601547			
CRYBB3	2400		Cataract 22	AD/AR	609741			
CRYGB	2409		Cataract 39, multiple types, autosomal dominant	AD	615188			
CRYGC	2410		Cataract 2, multiple types	AD	604307			
CRYGD	2411		Cataract 4, multiple types	AD	115700			
CRYGS	2417		Cataract 20, multiple types	AD	116100			
CRYM	2418		Deafness, autosomal dominant 40	AD	616357			
CSF1R	2433		Brain abnormalities, neurodegeneration, and dysosteosclerosis	AR	618476			
CSF1R	2433		Leukoencephalopathy, diffuse hereditary, with spheroids 1	AD	221820			
CSF2RA	2435		Surfactant metabolism dysfunction, pulmonary, 4		300770			
CSF2RB	2436		Surfactant metabolism dysfunction, pulmonary, 5	AR	614370			
CSF3R	2439		Neutropenia, severe congenital, 7, autosomal recessive	AR	617014			
CSGALNACT1	24290		Skeletal dysplasia, mild, with joint laxity and advanced bone age	AR	618870			
CSNK1D	2452		Advanced sleep-phase syndrome, familial, 2	AD	615224			
CSNK2A1	2457		Okur-Chung neurodevelopmental syndrome	AD	617062			
CSNK2B	2460		Poirier-Bienvenu neurodevelopmental syndrome	AD	618732			
CSPP1	26193		Joubert syndrome 21	AR	615636			
CSRP3	2472		?Cardiomyopathy, dilated, 1M		607482			
CSRP3	2472		Cardiomyopathy, hypertrophic, 12	AD	612124			
CST3	2475		Cerebral amyloid angiopathy	AD	105150			
CST3	2475		{Macular degeneration, age-related, 11}		611953			
CSTA	2481		Peeling skin syndrome 4	AR	607936			
CSTB	2482		Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)	AR	254800			
CTBP1	2494		Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome	AD	617915			
CTC1	26169		Cerebroretinal microangiopathy with calcifications and cysts	AR	612199			
CTCF	13723		Mental retardation, autosomal dominant 21	AD	615502			
CTDP1	2498		Congenital cataracts, facial dysmorphism, and neuropathy	AR	604168			
CTH	2501		Cystathioninuria	AR	219500			
CTLA4	2505		Immune dysregulation with autoimmunity, immunodeficiency, and lymphoproliferation	AD	616100			
CTLA4	2505		{Celiac disease, susceptibility to, 3}		609755			
CTLA4	2505		{Diabetes mellitus, insulin-dependent, 12}		601388			
CTLA4	2505		{Hashimoto thyroiditis}	AD	140300			
CTLA4	2505		{Systemic lupus erythematosus, susceptibility to}	AD	152700			
CTNNA1	2509		Macular dystrophy, patterned, 2	AD	608970			
CTNNA2	2510		Cortical dysplasia, complex, with other brain malformations 9	AR	618174			
CTNNA3	2511		Arrhythmogenic right ventricular dysplasia, familial, 13	AD	615616			
CTNNB1	2514		Colorectal cancer, somatic		114500			
CTNNB1	2514		Exudative vitreoretinopathy 7	AD	617572			
CTNNB1	2514		Hepatocellular carcinoma, somatic		114550			
CTNNB1	2514		Medulloblastoma, somatic		155255			
CTNNB1	2514		Neurodevelopmental disorder with spastic diplegia and visual defects	AD	615075			
CTNNB1	2514		Ovarian cancer, somatic		167000			
CTNNB1	2514		Pilomatricoma, somatic		132600			
CTNND1	2515		Blepharocheilodontic syndrome 2	AD	617681			
CTNS	2518		Cystinosis, atypical nephropathic	AR	219800			
CTNS	2518		Cystinosis, late-onset juvenile or adolescent nephropathic	AR	219900			
CTNS	2518		Cystinosis, nephropathic	AR	219800			
CTNS	2518		Cystinosis, ocular nonnephropathic	AR	219750			
CTPS1	2519		Immunodeficiency 24	AR	615897			
CTRC	2523		{Pancreatitis, chronic, susceptibility to}	AD	167800			
CTSA	9251		Galactosialidosis	AR	256540			
CTSC	2528		Haim-Munk syndrome	AR	245010			
CTSC	2528		Papillon-Lefevre syndrome	AR	245000			
CTSC	2528		Periodontitis 1, juvenile	AR	170650			
CTSD	2529		Ceroid lipofuscinosis, neuronal, 10	AR	610127			
CTSF	2531		Ceroid lipofuscinosis, neuronal, 13 (Kufs type), autosomal dominant	AR	615362			
CTSK	2536		Pycnodysostosis	AR	265800			
CTU2	28005		Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome	AR	618142			
CUBN	2548		Imerslund-Grasbeck syndrome 1	AR	261100			
CUBN	2548		[Proteinuria, chronic benign]	AR	618884			
CUL3	2553		Neurodevelopmental disorder with or without autism or seizures	AD	619239			
CUL3	2553		Pseudohypoaldosteronism, type IIE	AD	614496			
CUL4B	2555		Mental retardation, X-linked, syndromic 15 (Cabezas type)	XR	300354			
CUL7	21024		3-M syndrome 1	AR	273750			
CUX1	2557		Global developmental delay with or without impaired intellectual development	AD	618330			
CUX2	19347		Developmental and epileptic encephalopathy 67	AD	618141			
CWC27	10664		Retinitis pigmentosa with or without skeletal anomalies	AR	250410			
CWF19L1	25613		Spinocerebellar ataxia, autosomal recessive 17	AR	616127			
CXCR4	2561		Myelokathexis, isolated	AD	193670			
CXCR4	2561		WHIM syndrome 1	AD	193670			
CYB5A	2570		Methemoglobinemia and ambiguous genitalia	AR	250790			
CYB5R3	2873		Methemoglobinemia, type I	AR	250800			
CYB5R3	2873		Methemoglobinemia, type II	AR	250800			
CYBA	2577		Chronic granulomatous disease 4, autosomal recessive	AR	233690			
CYBB	2578		Chronic granulomatous disease, X-linked	XR	306400			
CYBB	2578		Immunodeficiency 34, mycobacteriosis, X-linked	XR	300645			
CYC1	2579		Mitochondrial complex III deficiency, nuclear type 6	AR	615453			
CYCS	19986		Thrombocytopenia 4	AD	612004			
CYFIP2	13760		Developmental and epileptic encephalopathy 65	AD	618008			
CYLD	2584		?Frontotemporal dementia and/or amyotrophic lateral sclerosis 8	AD	619132			
CYLD	2584		Brooke-Spiegler syndrome	AD	605041			
CYLD	2584		Cylindromatosis, familial	AD	132700			
CYLD	2584		Trichoepithelioma, multiple familial, 1	AD	601606			
CYP11A1	2590		Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete		613743			
CYP11B1	2591		Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency	AR	202010			
CYP11B1	2591		Aldosteronism, glucocorticoid-remediable	AD	103900			
CYP11B2	2592		Aldosterone to renin ratio raised					
CYP11B2	2592		Hypoaldosteronism, congenital, due to CMO I deficiency	AR	203400			
CYP11B2	2592		Hypoaldosteronism, congenital, due to CMO II deficiency	AR	610600			
CYP11B2	2592		{Low renin hypertension, susceptibility to}					
CYP17A1	2593		17,20-lyase deficiency, isolated	AR	202110			
CYP17A1	2593		17-alpha-hydroxylase/17,20-lyase deficiency	AR	202110			
CYP19A1	2594		Aromatase deficiency		613546			
CYP19A1	2594		Aromatase excess syndrome	AD	139300			
CYP1B1	2597		Anterior segment dysgenesis 6, multiple subtypes	AR	617315			
CYP1B1	2597		Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset	AR	231300			
CYP21A2	2600		Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency	AR	201910			
CYP21A2	2600		Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency	AR	201910			
CYP24A1	2602		Hypercalcemia, infantile, 1	AR	143880			
CYP26B1	20581		Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies		614416			
CYP26C1	20577		Focal facial dermal dysplasia 4	AR	614974			
CYP27A1	2605		Cerebrotendinous xanthomatosis	AR	213700			
CYP27B1	2606		Vitamin D-dependent rickets, type I	AR	264700			
CYP2R1	20580		Rickets due to defect in vitamin D 25-hydroxylation deficiency	AR	600081			
CYP2U1	20582		Spastic paraplegia 56, autosomal recessive	AR	615030			
CYP4F22	26820		Ichthyosis, congenital, autosomal recessive 5	AR	604777			
CYP4V2	23198		Bietti crystalline corneoretinal dystrophy	AR	210370			
CYP7B1	2652		Bile acid synthesis defect, congenital, 3	AR	613812			
CYP7B1	2652		Spastic paraplegia 5A, autosomal recessive	AR	270800			
D2HGDH	28358		D-2-hydroxyglutaric aciduria	AR	600721			
DAB1	2661		Ciliary dyskinesia, primary, 2	AR	606763			
DAB1	2661		Spinocerebellar ataxia 37	AD	615945			
DACT1	17748		?Townes-Brocks syndrome 2	AD	617466			
DAG1	2666		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9	AR	616538			
DAG1	2666		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9	AR	613818			
DARS1	2678		Hypomyelination with brainstem and spinal cord involvement and leg spasticity	AR	615281			
DARS2	25538		Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation	AR	611105			
DBH	2689		Orthostatic hypotension 1, due to DBH deficiency	AR	223360			
DBT	2698		Maple syrup urine disease, type II	AR	248600			
DCAF17	25784		Woodhouse-Sakati syndrome	AR	241080			
DCAF8	24891		?Giant axonal neuropathy 2, autosomal dominant	AD	610100			
DCC	2701		Colorectal cancer, somatic		114500			
DCC	2701		Esophageal carcinoma, somatic		133239			
DCC	2701		Gaze palsy, familial horizontal, with progressive scoliosis, 2	AR	617542			
DCC	2701		Mirror movements 1 and/or agenesis of the corpus callosum	AD	157600			
DCDC2	18141		?Deafness, autosomal recessive 66	AR	610212			
DCDC2	18141		Nephronophthisis 19	AR	616217			
DCDC2	18141		Sclerosing cholangitis, neonatal	AR	617394			
DCHS1	13681		Mitral valve prolapse 2	AD	607829			
DCHS1	13681		Van Maldergem syndrome 1	AR	601390			
DCLRE1C	17642		Omenn syndrome	AR	603554			
DCLRE1C	17642		Severe combined immunodeficiency, Athabascan type	AR	602450			
DCN	2705		Corneal dystrophy, congenital stromal	AD	610048			
DCPS	29812		Al-Raqad syndrome	AR	616459			
DCTN1	2711		Neuronopathy, distal hereditary motor, type VIIB	AD	607641			
DCTN1	2711		Perry syndrome	AD	168605			
DCTN1	2711		{Amyotrophic lateral sclerosis, susceptibility to}	AD/AR	105400			
DCX	2714		Lissencephaly, X-linked	X	300067			
DCX	2714		Subcortical laminal heterotopia, X-linked	X	300067			
DCXR	18985		[Pentosuria]	AR	260800			
DDB2	2718		Xeroderma pigmentosum, group E, DDB-negative subtype	AR	278740			
DDC	2719		Aromatic L-amino acid decarboxylase deficiency	AR	608643			
DDHD1	19714		Spastic paraplegia 28, autosomal recessive	AR	609340			
DDHD2	29106		Spastic paraplegia 54, autosomal recessive	AR	615033			
DDOST	2728		?Congenital disorder of glycosylation, type Ir	AR	614507			
DDR2	2731		Spondylometaepiphyseal dysplasia, short limb-hand type	AR	271665			
DDR2	2731		Warburg-Cinotti syndrome	AD	618175			
DDRGK1	16110		Spondyloepimetaphyseal dysplasia, Shohat type	AR	602557			
DDX11	2736		Warsaw breakage syndrome	AR	613398			
DDX3X	2745		Intellectual developmental disorder, X-linked, syndrome, Snijders Blok type	XD/XR	300958			
DDX41	18674		{Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to}	AD	616871			
DDX58	19102		Singleton-Merten syndrome 2	AD	616298			
DDX59	25360		Orofaciodigital syndrome V	AR	174300			
DDX6	2747		Intellectual developmental disorder with impaired language and dysmorphic facies	AD	618653			
DEAF1	14677		Neurodevelopmental disorder with hypotonia, impaired expressive language, and with or without seizures	AR	617171			
DEAF1	14677		Vulto-van Silfout-de Vries syndrome	AD	615828			
DEGS1	13709		Leukodystrophy, hypomyelinating, 18	AR	618404			
DENND5A	19344		Developmental and epileptic encephalopathy 49	AR	617281			
DEPDC5	18423		Epilepsy, familial focal, with variable foci 1	AD	604364			
DES	2770		Cardiomyopathy, dilated, 1I	AD	604765			
DES	2770		Myopathy, myofibrillar, 1	AD/AR	601419			
DES	2770		Scapuloperoneal syndrome, neurogenic, Kaeser type	AD	181400			
DGAT1	2843		?Diarrhea 7, protein-losing enteropathy type	AR	615863			
DGKE	2852		Nephrotic syndrome, type 7	AR	615008			
DGKE	2852		{Hemolytic uremic syndrome, atypical, susceptibility to, 7}	AR	615008			
DGUOK	2858		Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	AR	251880			
DGUOK	2858		Portal hypertension, noncirrhotic, 1	AR	617068			
DGUOK	2858		Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4	AR	617070			
DHCR24	2859		Desmosterolosis	AR	602398			
DHCR7	2860		Smith-Lemli-Opitz syndrome	AR	270400			
DHDDS	20603		?Congenital disorder of glycosylation, type 1bb	AR	613861			
DHDDS	20603		Developmental delay and seizures with or without movement abnormalities	AD	617836			
DHDDS	20603		Retinitis pigmentosa 59	AR	613861			
DHFR	2861		Megaloblastic anemia due to dihydrofolate reductase deficiency	AR	613839			
DHH	2865		46XY gonadal dysgenesis with minifascicular neuropathy	AR	607080			
DHH	2865		46XY sex reversal 7	AR	233420			
DHODH	2867		Miller syndrome	AR	263750			
DHPS	2869		Neurodevelopmental disorder with seizures and speech and walking impairment	AR	618480			
DHTKD1	23537		?Charcot-Marie-Tooth disease, axonal, type 2Q	AD	615025			
DHTKD1	23537		Alpha-aminoadipic and alpha-ketoadipic aciduria	AR	204750			
DHX30	16716		Neurodevelopmental disorder with severe motor impairment and absent language	AD	617804			
DIABLO	21528		Deafness, autosomal dominant 64	AD	614152			
DIAPH1	2876		Deafness, autosomal dominant 1, with or without thrombocytopenia	AD	124900			
DIAPH1	2876		Seizures, cortical blindness, microcephaly syndrome	AR	616632			
DIAPH2	2877		?Premature ovarian failure 2A	XD	300511			
DIAPH3	15480		Auditory neuropathy, autosomal dominant, 1	AD	609129			
DICER1	17098		GLOW syndrome, somatic mosaic		618272			
DICER1	17098		Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	AD	138800			
DICER1	17098		Pleuropulmonary blastoma	AD	601200			
DICER1	17098		Rhabdomyosarcoma, embryonal, 2		180295			
