# Genepanel: OMIM Version: 01 Date: 2017-11-07
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
IRF8	5358		Immunodeficiency 32A, mycobacteriosis, autosomal dominant	AD	614893			
IRGM	29597		{Mycobacterium tuberculosis, protection against}		607948			
IRGM	29597		{Inflammatory bowel disease (Crohn disease) 19}		612278			
IRS2	6126		{Diabetes mellitus, noninsulin-dependent}	AD	125853			
IRX5	14361		Hamamy syndrome	AR	611174			
ISCA1	28660		Multiple mitochondrial dysfunctions syndrome 5	AR	617613			
ISCA2	19857		Multiple mitochondrial dysfunctions syndrome 4	AR	616370			
ISCU	29882		Myopathy with lactic acidosis, hereditary	AR	255125			
ISG15	4053		Immunodeficiency 38	AR	616126			
ISPD	37276		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	AR	614643			
ISPD	37276		Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7	AR	616052			
ITCH	13890		Autoimmune disease, multisystem, with facial dysmorphism	AR	613385			
ITGA2	6137		?Glycoprotein Ia deficiency	AD	614200			
ITGA2B	6138		Bleeding disorder, platelet-type, 16, autosomal dominant	AD	187800			
ITGA2B	6138		Glanzmann thrombasthenia	AR	273800			
ITGA2B	6138		Thrombocytopenia, neonatal alloimmune, BAK antigen related					
ITGA3	6139		Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital	AR	614748			
ITGA6	6142		Epidermolysis bullosa, junctional, with pyloric stenosis	AR	226730			
ITGA7	6143		Muscular dystrophy, congenital, due to ITGA7 deficiency	AR	613204			
ITGA8	6144		Renal hypodysplasia/aplasia 1	AR	191830			
ITGAM	6149		{Systemic lupus erythematous, association with susceptibility to, 6}		609939			
ITGB2	6155		Leukocyte adhesion deficiency	AR	116920			
ITGB4	6158		Epidermolysis bullosa of hands and feet	AD	131800			
ITGB4	6158		Epidermolysis bullosa, junctional, with pyloric atresia	AR	226730			
ITGB4	6158		Epidermolysis bullosa, junctional, non-Herlitz type	AR	226650			
ITGB6	6161		Amelogenesis imperfecta, type IH	AR	616221			
ITIH4	6169		{Hypercholesterolemia, susceptibility to}	AD	143890			
ITK	6171		Lymphoproliferative syndrome 1	AR	613011			
ITM2B	6174		Dementia, familial Danish	AD	117300			
ITM2B	6174		Dementia, familial British	AD	176500			
ITM2B	6174		?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	AD	616079			
ITPA	6176		[Inosine triphosphatase deficiency]		613850			
ITPA	6176		Epileptic encephalopathy, early infantile, 35	AR	616647			
ITPKC	14897		{Kawasaki disease, susceptibility to}		611775			
ITPR1	6180		Gillespie syndrome	AD;AR	206700			
ITPR1	6180		Spinocerebellar ataxia 29, congenital nonprogressive	AD	117360			
ITPR1	6180		Spinocerebellar ataxia 15	AD	606658			
ITPR2	6181		?Anhidrosis, isolated, with normal sweat glands	AR	106190			
ITPR3	6182		{Diabetes, type 1, susceptibility to}	AR	222100			
IVD	6186		Isovaleric acidemia	AR	243500			
IYD	21071		Thyroid dyshormonogenesis 4	AR	274800			
JAGN1	26926		Neutropenia, severe congenital, 6, autosomal recessive	AR	616022			
JAK2	6192		Erythrocytosis, somatic		133100			
JAK2	6192		Leukemia, acute myeloid, somatic		601626			
JAK2	6192		Myelofibrosis, somatic		254450			
JAK2	6192		Polycythemia vera, somatic		263300			
JAK2	6192		Thrombocythemia 3	AD;SMu	614521			
JAK2	6192		{Budd-Chiari syndrome, somatic}		600880			
JAK3	6193		SCID, autosomal recessive, T-negative/B-positive type	AR	600802			
JAM3	15532		Hemorrhagic destruction of the brain, subependymal calcification, and cataracts	AR	613730			
JPH1	14201		?Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K	AD;AR	607831			
JPH2	14202		Cardiomyopathy, hypertrophic, 17	AD	613873			
JPH3	14203		?Huntington disease-like 2	AD	606438			
JUP	6207		Naxos disease	AR	601214			
JUP	6207		Arrhythmogenic right ventricular dysplasia 12	AD	611528			
KALRN	4814		{Coronary heart disease, susceptibility to, 5}		608901			
KANK1	19309		Cerebral palsy, spastic quadriplegic, 2		612900			
KANK2	29300		Palmoplantar keratoderma and woolly hair	AR	616099			
KANSL1	24565		Koolen-De Vries syndrome	AD	610443			
KARS	6215		Deafness, autosomal recessive 89	AR	613916			
KARS	6215		?Charcot-Marie-Tooth disease, recessive intermediate, B	AR	613641			
KAT6A	13013		Mental retardation, autosomal dominant 32	AD	616268			
KAT6B	17582		Genitopatellar syndrome	AD	606170			
KAT6B	17582		SBBYSS syndrome		603736			
KATNB1	6217		Lissencephaly 6, with microcephaly	AR	616212			
KBTBD13	37227		Nemaline myopathy 6, autosomal dominant	AD	609273			
KCNA1	6218		Episodic ataxia/myokymia syndrome	AD	160120			
KCNA2	6220		Epileptic encephalopathy, early infantile, 32	AD	616366			
KCNA5	6224		Atrial fibrillation, familial, 7	AD	612240			
KCNB1	6231		Epileptic encephalopathy, early infantile, 26	AD	616056			
KCNC1	6233		Epilepsy, progressive myoclonic 7	AD	616187			
KCNC3	6235		Spinocerebellar ataxia 13	AD	605259			
KCND3	6239		Brugada syndrome 9	AD	616399			
KCND3	6239		Spinocerebellar ataxia 19	AD	607346			
KCNE1	6240		Long QT syndrome 5	AD	613695			
KCNE1	6240		Jervell and Lange-Nielsen syndrome 2	AR	612347			
KCNE2	6242		Long QT syndrome 6	AD	613693			
KCNE2	6242		Atrial fibrillation, familial, 4		611493			
KCNE3	6243		Brugada syndrome 6		613119			
KCNH1	6250		Temple-Baraitser syndrome	AD	611816			
KCNH1	6250		Zimmermann-Laband syndrome 1	AD	135500			
KCNH2	6251		Long QT syndrome 2	AD	613688			
KCNH2	6251		Short QT syndrome 1		609620			
KCNH2	6251		{Long QT syndrome 2, acquired, susceptibility to}	AD	613688			
KCNJ1	6255		Bartter syndrome, type 2	AR	241200			
KCNJ10	6256		Enlarged vestibular aqueduct, digenic	AR	600791			
KCNJ10	6256		SESAME syndrome	AR	612780			
KCNJ11	6257		Diabetes mellitus, transient neonatal, 3	AD	610582			
KCNJ11	6257		Diabetes, permanent neonatal, with or without neurologic features	AD	606176			
KCNJ11	6257		Hyperinsulinemic hypoglycemia, familial, 2	AR	601820			
KCNJ11	6257		Maturity-onset diabetes of the young, type 13	AD	616329			
KCNJ11	6257		{Diabetes mellitus, type 2, susceptibility to}	AD	125853			
KCNJ13	6259		Leber congenital amaurosis 16	AR	614186			
KCNJ13	6259		Snowflake vitreoretinal degeneration	AD	193230			
KCNJ18			{Thyrotoxic periodic paralysis, susceptibility to, 2}	IC	613239			
KCNJ2	6263		Andersen syndrome	AD	170390			
KCNJ2	6263		Atrial fibrillation, familial, 9	AD	613980			
KCNJ2	6263		Short QT syndrome 3		609622			
KCNJ5	6266		Hyperaldosteronism, familial, type III	AD	613677			
KCNJ5	6266		Long QT syndrome 13	AD	613485			
KCNJ6	6267		Keppen-Lubinsky syndrome	AD	614098			
KCNK18	19439		{Migraine, with or without aura, susceptibility to, 13}		613656			
KCNK3	6278		Pulmonary hypertension, primary, 4	AD	615344			
KCNK9			Birk-Barel mental retardation dysmorphism syndrome		612292			
KCNMA1	6284		?Cerebellar atrophy, developmental delay, and seizures	AR	617643			
KCNMA1	6284		Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy	AD	609446			
KCNMB1	6285		{Hypertension, diastolic, resistance to}	AD	608622			
KCNN4	6293		Dehydrated hereditary stomatocytosis 2	AD	616689			
KCNQ1	6294		Atrial fibrillation, familial, 3	AD	607554			
KCNQ1	6294		Jervell and Lange-Nielsen syndrome	AR	220400			
KCNQ1	6294		Long QT syndrome 1	AD	192500			
KCNQ1	6294		Short QT syndrome 2	AD	609621			
KCNQ1	6294		{Long QT syndrome 1, acquired, susceptibility to}	AD	192500			
KCNQ1OT1			Beckwith-Wiedemann syndrome	AD	130650			
KCNQ2	6296		Epileptic encephalopathy, early infantile, 7	AD	613720			
KCNQ2	6296		Myokymia	AD	121200			
KCNQ2	6296		Seizures, benign neonatal, 1	AD	121200			
KCNQ3	6297		Seizures, benign neonatal, type 2	AD	121201			
KCNQ4	6298		Deafness, autosomal dominant 2A	AD	600101			
KCNQ5	6299		Mental retardation, autosomal dominant 46	AD	617601			
KCNT1	18865		Epileptic encephalopathy, early infantile, 14	AD	614959			
KCNT1	18865		Epilepsy, nocturnal frontal lobe, 5	AD	615005			
KCNV2	19698		Retinal cone dystrophy 3B	AR	610356			
KCTD1	18249		Scalp-ear-nipple syndrome	AD	181270			
KCTD17	25705		Dystonia 26, myoclonic	AD	616398			
KCTD7	21957		Epilepsy, progressive myoclonic 3, with or without intracellular inclusions	AR	611726			
KDF1			?Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	AD	617337			
KDM1A	29079		Cleft palate, psychomotor retardation, and distinctive facial features	AD	616728			
KDM5C	11114		Mental retardation, X-linked, syndromic, Claes-Jensen type	XR	300534			
KDM6A	12637		Kabuki syndrome 2	XD	300867			
KDR	6307		{Hemangioma, capillary infantile, susceptibility to}	AD	602089			
KDR	6307		Hemangioma, capillary infantile, somatic		602089			
KDSR	4021		Erythrokeratodermia variabilis et progressiva 4	AR	617526			
KEL	6308		[Blood group, Kell]		110900			
KERA	6309		Cornea plana 2, autosomal recessive	AR	217300			
KHDC3L	33699		Hydatidiform mole, recurrent, 2	AR	614293			
KHK	6315		[Fructosuria]	AR	229800			
KIAA0556	29068		?Joubert syndrome 26	AR	616784			
KIAA0586	19960		Joubert syndrome 23	AR	616490			
KIAA0586	19960		Short-rib thoracic dysplasia 14 with polydactyly	AR	616546			
KIAA0753	29110		?Orofaciodigital syndrome XV	AR	617127			
KIAA2022	29433		Mental retardation, X-linked 98	XD	300912			
KIDINS220	29508		Spastic paraplegia, intellectual disability, nystagmus, and obesity	AD	617296			
KIF11	6388		Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	AD	152950			
KIF14	19181		?Meckel syndrome 12	AR	616258			
KIF1A	888		Mental retardation, autosomal dominant 9	AD	614255			
KIF1A	888		Neuropathy, hereditary sensory, type IIC	AR	614213			
KIF1A	888		Spastic paraplegia 30, autosomal recessive	AR	610357			
KIF1B	16636		?Charcot-Marie-Tooth disease, type 2A1	AD	118210			
KIF1B	16636		Pheochromocytoma	AD	171300			
KIF1B	16636		{Neuroblastoma, susceptibility to, 1}	IC;AD	256700			
KIF1C	6317		Spastic ataxia 2, autosomal recessive	AR	611302			
KIF21A	19349		Fibrosis of extraocular muscles, congenital, 3B	AD	135700			
KIF21A	19349		Fibrosis of extraocular muscles, congenital, 1	AD	135700			
KIF22	6391		Spondyloepimetaphyseal dysplasia with joint laxity, type 2	AD	603546			
KIF2A	6318		Cortical dysplasia, complex, with other brain malformations 3	AD	615411			
KIF4A	13339		?Mental retardation, X-linked 100	XR	300923			
KIF5A	6323		Spastic paraplegia 10, autosomal dominant	AD	604187			
KIF5A	6323		Myoclonus, intractable, neonatal	AD	617235			
KIF5C	6325		Cortical dysplasia, complex, with other brain malformations 2	AD	615282			
KIF7	30497		?Al-Gazali-Bakalinova syndrome	AR	607131			
KIF7	30497		?Hydrolethalus syndrome 2	AR	614120			
KIF7	30497		Acrocallosal syndrome	AR	200990			
KIF7	30497		Joubert syndrome 12	AR	200990			
KIR3DL1	6338		{AIDS, delayed/rapid progression to}		609423			
KIRREL3	23204		Mental retardation, autosomal dominant 4		612581			
KISS1	6341		?Hypogonadotropic hypogonadism 13 with or without anosmia	AR	614842			
KISS1R	4510		?Precocious puberty, central, 1	AD	176400			
KISS1R	4510		Hypogonadotropic hypogonadism 8 with or without anosmia	AR	614837			
KIT	6342		Leukemia, acute myeloid	AD	601626			
KIT	6342		Germ cell tumors, somatic		273300			
KIT	6342		Gastrointestinal stromal tumor, familial	IC;AD	606764			
KIT	6342		Piebaldism	AD	172800			
KIT	6342		Mast cell disease	AD	154800			
KITLG	6343		Deafness, autosomal dominant 69, unilateral or asymmetric	AD	616697			
KITLG	6343		Hyperpigmentation with or without hypopigmentation	AD	145250			
KITLG	6343		[Skin/hair/eye pigmentation 7, blond/brown hair]		611664			
KIZ			Retinitis pigmentosa 69	AR	615780			
KLC2	20716		Spastic paraplegia, optic atrophy, and neuropathy	AR	609541			
KLF1	6345		[Hereditary persistence of fetal hemoglobin]		613566			
KLF1	6345		Dyserythropoietic anemia, congenital, type IV	AD	613673			
KLF1	6345		Blood group--Lutheran inhibitor		111150			
KLF11	11811		Maturity-onset diabetes of the young, type VII		610508			
KLF6	2235		Prostate cancer, somatic		176807			
KLF6	2235		Gastric cancer, somatic		613659			
KLHDC8B	28557		{Hodgkin lymphoma, susceptibility to}	AR	236000			
KLHL10	18829		Spermatogenic failure 11	AD	615081			
KLHL15	29347		Mental retardation, X-linked 103	XR	300982			
KLHL24	25947		Epidermolysis bullosa simplex, generalized, with scarring and hair loss	AD	617294			
KLHL3	6354		Pseudohypoaldosteronism, type IID	AD;AR	614495			
KLHL40	30372		Nemaline myopathy 8, autosomal recessive		615348			
KLHL41	16905		Nemaline myopathy 9	AR	615731			
KLHL7	15646		Retinitis pigmentosa 42	AD	612943			
KLHL7	15646		Cold-induced sweating syndrome 3		617055			
KLK1	6357		[Kallikrein, decreased urinary activity of]		615953			
KLK3	6364		Fletcher factor (prekallikrein) deficiency	AR	612423			
KLK4	6365		Amelogenesis imperfecta, type IIA1	AR	204700			
KLKB1	6371		Fletcher factor (prekallikrein) deficiency	AR	612423			
KLLN	37212		Cowden syndrome 4		615107			
KMT2B			Dystonia 28, childhood-onset	AD	617284			
KMT2D	7133		Kabuki syndrome 1	AD	147920			
KNG1	6383		[Kininogen deficiency]	AR	228960			
KNG1	6383		[High molecular weight kininogen deficiency]	AR	228960			
KNL1			Microcephaly 4, primary, autosomal recessive	AR	604321			
KPTN	6404		Mental retardation, autosomal recessive 41	AR	615637			
KRAS	6407		Bladder cancer, somatic		109800			
KRAS	6407		Breast cancer, somatic		114480			
KRAS	6407		Cardiofaciocutaneous syndrome 2		615278			
KRAS	6407		Gastric cancer, somatic		137215			
KRAS	6407		Leukemia, acute myeloid	AD	601626			
KRAS	6407		Lung cancer, somatic		211980			
KRAS	6407		Noonan syndrome 3	AD	609942			
KRAS	6407		Pancreatic carcinoma, somatic		260350			
KRAS	6407		RAS-associated autoimmune leukoproliferative disorder	AD	614470			
KRAS	6407		Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic		163200			
KREMEN1	17550		Ectodermal dysplasia 13, hair/tooth type	AR	617392			
KRIT1	1573		Cavernous malformations of CNS and retina	AD	116860			
KRIT1	1573		Cerebral cavernous malformations-1	AD	116860			
KRIT1	1573		Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations	AD	116860			
KRT1	6412		Keratosis palmoplantaris striata III		607654			
KRT1	6412		Ichthyosis, cyclic, with epidermolytic hyperkeratosis	AD	607602			
KRT1	6412		Ichthyosis histrix, Curth-Macklin type	AD	146590			
KRT1	6412		Epidermolytic hyperkeratosis	AD;AR	113800			
KRT1	6412		Palmoplantar keratoderma, nonepidermolytic	AD	600962			
KRT1	6412		Palmoplantar keratoderma, epidermolytic	AD	144200			
KRT10	6413		Epidermolytic hyperkeratosis	AD;AR	113800			
KRT10	6413		Ichthyosis with confetti	AD	609165			
KRT10	6413		Ichthyosis, cyclic, with epidermolytic hyperkeratosis	AD	607602			
KRT12	6414		Meesmann corneal dystrophy	AD	122100			
KRT13	6415		White sponge nevus 2	AD	615785			
KRT14	6416		Dermatopathia pigmentosa reticularis	AD	125595			
KRT14	6416		Epidermolysis bullosa simplex, Dowling-Meara type	AD	131760			
KRT14	6416		Epidermolysis bullosa simplex, Koebner type	AD	131900			
KRT14	6416		Epidermolysis bullosa simplex, recessive 1	AR	601001			
KRT14	6416		Epidermolysis bullosa simplex, Weber-Cockayne type	AD	131800			
KRT14	6416		Naegeli-Franceschetti-Jadassohn syndrome	AD	161000			
KRT16	6423		Pachyonychia congenita 1	AD	167200			
KRT16	6423		Palmoplantar keratoderma, nonepidermolytic, focal	AD	613000			
KRT17	6427		Pachyonychia congenita 2	AD	167210			
KRT17	6427		Steatocystoma multiplex	AD	184500			
KRT18	6430		Cirrhosis, cryptogenic	AR	215600			
KRT18	6430		{Cirrhosis, noncryptogenic, susceptibility to}	AR	215600			
KRT2	6439		Ichthyosis bullosa of Siemens	AD	146800			
KRT25	30839		Woolly hair, autosomal recessive 3	AR	616760			
KRT3	6440		Meesmann corneal dystrophy	AD	122100			
KRT4	6441		White sponge nevus 1	AD	193900			
KRT5	6442		Epidermolysis bullosa simplex, Koebner type	AD	131900			
KRT5	6442		Epidermolysis bullosa simplex, Dowling-Meara type	AD	131760			
KRT5	6442		Epidermolysis bullosa simplex-MP	AD	131960			
KRT5	6442		Dowling-Degos disease 1	AD	179850			
KRT5	6442		Epidermolysis bullosa simplex-MCR		609352			
KRT5	6442		Epidermolysis bullosa simplex, Weber-Cockayne type	AD	131800			
KRT5	6442		Epidermolysis bullosa simplex, recessive 1	AR	601001			
KRT6A	6443		Pachyonychia congenita 3		615726			
KRT6B	6444		Pachyonychia congenita 4		615728			
KRT6C	20406		Palmoplantar keratoderma, nonepidermolytic, focal or diffuse	AD	615735			
KRT71	28927		?Hypotrichosis 13	AD	615896			
KRT74	28929		?Ectodermal dysplasia 7, hair/nail type	AR	614929			
KRT74	28929		?Hypotrichosis 3	AD	613981			
KRT74	28929		Woolly hair, autosomal dominant	AD	194300			
KRT75	24431		{Pseudofolliculitis barbae, susceptibility to}		612318			
KRT8	6446		Cirrhosis, cryptogenic	AR	215600			
KRT8	6446		{Cirrhosis, noncryptogenic, susceptibility to}	AR	215600			
KRT81	6458		Monilethrix	AD	158000			
KRT83	6460		?Monilethrix	AD	158000			
KRT85	6462		Ectodermal dysplasia 4, hair/nail type	AR	602032			
KRT86			Monilethrix	AD	158000			
KRT9	6447		Palmoplantar keratoderma, epidermolytic	AD	144200			
KY	26576		Myopathy, myofibrillar, 7	AR	617114			
KYNU	6469		Vertebral, cardiac, renal, and limb defects syndrome 2	AR	617661			
KYNU	6469		?Hydroxykynureninuria	AR	236800			
L1CAM	6470		MASA syndrome	XR	303350			
L1CAM	6470		Hydrocephalus with Hirschsprung disease	XR	307000			
L1CAM	6470		Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	XR	307000			
L1CAM	6470		Hydrocephalus due to aqueductal stenosis	XR	307000			
L1CAM	6470		CRASH syndrome	XR	303350			
L1CAM	6470		Corpus callosum, partial agenesis of	XR	304100			
L2HGDH	20499		L-2-hydroxyglutaric aciduria	AR	236792			
LAGE3	26058		Galloway-Mowat syndrome 2, X-linked		301006			
LAMA1	6481		Poretti-Boltshauser syndrome	AR	615960			
LAMA2	6482		Muscular dystrophy, congenital, due to partial LAMA2 deficiency	AR	607855			
LAMA2	6482		Muscular dystrophy, congenital merosin-deficient	AR	607855			
LAMA3	6483		Epidermolysis bullosa, generalized atrophic benign	AR	226650			
LAMA3	6483		Epidermolysis bullosa, junctional, Herlitz type	AR	226700			
LAMA3	6483		Laryngoonychocutaneous syndrome	AR	245660			
LAMB1	6486		Lissencephaly 5	AR	615191			
LAMB2	6487		Pierson syndrome	AR	609049			
LAMB2	6487		Nephrotic syndrome, type 5, with or without ocular abnormalities		614199			
LAMB3	6490		Epidermolysis bullosa, junctional, non-Herlitz type	AR	226650			
LAMB3	6490		Epidermolysis bullosa, junctional, Herlitz type	AR	226700			
LAMB3	6490		Amelogenesis imperfecta, type IA	AD	104530			
LAMC2	6493		Epidermolysis bullosa, junctional, Herlitz type	AR	226700			
LAMC2	6493		Epidermolysis bullosa, junctional, non-Herlitz type	AR	226650			
LAMC3	6494		Cortical malformations, occipital	AR	614115			
LAMP2	6501		Danon disease	XD	300257			
LAMTOR2	29796		Immunodeficiency due to defect in MAPBP-interacting protein	AR	610798			
LARP7	24912		Alazami syndrome	AR	615071			
LARS	6512		?Infantile liver failure syndrome 1	AR	615438			
LARS2	17095		?Hydrops, lactic acidosis, and sideroblastic anemia	AR	617021			
LARS2	17095		Perrault syndrome 4	AR	615300			
LAS1L	25726		Wilson-Turner syndrome	XR	309585			
LAT	18874		Immunodeficiency 52	AR	617514			
LBR	6518		?Reynolds syndrome	AD	613471			
LBR	6518		Greenberg skeletal dysplasia	AR	215140			
LBR	6518		Pelger-Huet anomaly	AD	169400			
LCA5	31923		Leber congenital amaurosis 5		604537			
LCAT	6522		Norum disease	AR	245900			
LCAT	6522		Fish-eye disease	AR	136120			
LCK	6524		?Immunodeficiency 22	AR	615758			
LCT	6530		Lactase deficiency, congenital	AR	223000			
LDB3	15710		Cardiomyopathy, hypertrophic, 24	AD	601493			
LDB3	15710		Cardiomyopathy, dilated, 1C, with or without LVNC	AD	601493			
LDB3	15710		Myopathy, myofibrillar, 4	AD	609452			
LDB3	15710		Left ventricular noncompaction 3	AD	601493			
LDHA	6535		Glycogen storage disease XI	AR	612933			
LDHB	6541		[Lactate dehydrogenase-B deficiency]		614128			
LDLR	6547		LDL cholesterol level QTL2	AD	143890			
LDLR	6547		Hypercholesterolemia, familial	AD	143890			
LDLRAP1	18640		Hypercholesterolemia, familial, autosomal recessive		603813			
LEMD2	21244		Cataract 46, juvenile-onset	AR	212500			
LEMD3	28887		Buschke-Ollendorff syndrome	AD	166700			
LEMD3	28887		Osteopoikilosis with or without melorheostosis	AD	166700			
LEP	6553		Obesity, morbid, due to leptin deficiency	AR	614962			
LEPR	6554		Obesity, morbid, due to leptin receptor deficiency		614963			
LFNG	6560		?Spondylocostal dysostosis 3, autosomal recessive		609813			
LGALS2	6562		{Myocardial infarction, susceptibility to}		608446			
LGI1	6572		Epilepsy, familial temporal lobe, 1	AD	600512			
LGI4	18712		Arthrogryposis multiplex congenita, neurogenic, with myelin defect	AR	617468			
LGR4	13299		{Bone mineral density, low, susceptibility to}		615311			
LHB	6584		Hypogonadotropic hypogonadism 23 with or without anosmia	AR	228300			
LHCGR	6585		Leydig cell adenoma, somatic, with precocious puberty		176410			
LHCGR	6585		Leydig cell hypoplasia with hypergonadotropic hypogonadism	AR	238320			
LHCGR	6585		Leydig cell hypoplasia with pseudohermaphroditism	AR	238320			
LHCGR	6585		Luteinizing hormone resistance, female	AR	238320			
LHCGR	6585		Precocious puberty, male	AD	176410			
LHFPL5	21253		Deafness, autosomal recessive 67	AR	610265			
LHX3	6595		Pituitary hormone deficiency, combined, 3	AR	221750			
LHX4	21734		Pituitary hormone deficiency, combined, 4	AD	262700			
LIAS	16429		Hyperglycinemia, lactic acidosis, and seizures	AR	614462			
LIFR	6597		Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	AR	601559			
LIG1	6598		DNA ligase I deficiency					
LIG4	6601		{Multiple myeloma, resistance to}	SMu	254500			
LIG4	6601		LIG4 syndrome		606593			
LIM2	6610		Cataract 19, multiple types	AR	615277			
LIMS2	16084		Muscular dystrophy, limb-girdle, type 2W	AR	616827			
LINS1			Mental retardation, autosomal recessive 27	AR	614340			
LIPA	6617		Wolman disease	AR	278000			
LIPA	6617		Cholesteryl ester storage disease	AR	278000			
LIPC	6619		Hepatic lipase deficiency	AR	614025			
LIPC	6619		{Diabetes mellitus, noninsulin-dependent}	AD	125853			
LIPC	6619		[High density lipoprotein cholesterol level QTL 12]		612797			
LIPE	6621		Lipodystrophy, familial partial, type 6	AR	615980			
LIPH	18483		Woolly hair, autosomal recessive 2 with or without hypotrichosis	AR	604379			
LIPH	18483		Hypotrichosis 7	AR	604379			
LIPH	18483		{Diabetes mellitus, noninsulin-dependent}	AD	125853			
LIPH	18483		[High density lipoprotein cholesterol level QTL 12]		612797			
LIPH	18483		Hepatic lipase deficiency	AR	614025			
LIPI	18821		{Hypertriglyceridemia, susceptibility to}	AD	145750			
LIPN	23452		Ichthyosis, congenital, autosomal recessive 8	AR	613943			
LIPT1	29569		Lipoyltransferase 1 deficiency	AR	616299			
LITAF	16841		Charcot-Marie-Tooth disease, type 1C	AD	601098			
LMAN1	6631		Combined factor V and VIII deficiency	AR	227300			
LMAN2L	19263		?Mental retardation, autosomal recessive, 52	AR	616887			
LMBR1	13243		Acheiropody	AR	200500			
LMBR1	13243		Hypoplastic or aplastic tibia with polydactyly	AD	188740			
LMBR1	13243		Laurin-Sandrow syndrome	AD	135750			
LMBR1	13243		Polydactyly, preaxial type II	AD	174500			
LMBR1	13243		Syndactyly, type IV	AD	186200			
LMBR1	13243		Triphalangeal thumb, type I	AD	174500			
LMBR1	13243		Triphalangeal thumb-polysyndactyly syndrome	AD	174500			
LMBRD1	23038		Methylmalonic aciduria and homocystinuria, cblF type	AR	277380			
LMF1	14154		Lipase deficiency, combined	AR	246650			
LMNA	6636		Cardiomyopathy, dilated, 1A	AD	115200			
LMNA	6636		Charcot-Marie-Tooth disease, type 2B1	AR	605588			
LMNA	6636		Emery-Dreifuss muscular dystrophy 2, AD	AD	181350			
LMNA	6636		Emery-Dreifuss muscular dystrophy 3, AR	AR	616516			
LMNA	6636		Heart-hand syndrome, Slovenian type	AD	610140			
LMNA	6636		Hutchinson-Gilford progeria	AD;AR	176670			
LMNA	6636		Lipodystrophy, familial partial, type 2	AD	151660			
LMNA	6636		Malouf syndrome	AD	212112			
LMNA	6636		Mandibuloacral dysplasia	AR	248370			
LMNA	6636		Muscular dystrophy, congenital	AD	613205			
LMNA	6636		Muscular dystrophy, limb-girdle, type 1B	AD	159001			
LMNA	6636		Restrictive dermopathy, lethal	AR	275210			
LMNB1	6637		Leukodystrophy, adult-onset, autosomal dominant	AD	169500			
LMNB2	6638		{Lipodystrophy, partial, acquired, susceptibility to}	AD	608709			
LMNB2	6638		?Epilepsy, progressive myoclonic, 9	AR	616540			
LMO1	6641		Leukemia, T-cell acute lymphoblastic		186921			
LMO2	6642		Leukemia, acute T-cell		180385			
LMOD3	6649		Nemaline myopathy 10	AR	616165			
LMX1B	6654		Nail-patella syndrome	AD	161200			
LONP1	9479		CODAS syndrome	AR	600373			
LOR	6663		Vohwinkel syndrome with ichthyosis	AD	604117			
LOX	6664		Aortic aneurysm, familial thoracic 10	AD	617168			
LOXHD1	26521		Deafness, autosomal recessive 77	AR	613079			
LOXL1	6665		{Exfoliation syndrome, susceptibility to}	AD	177650			
LPAR6	15520		Hypotrichosis 8	AR	278150			
LPAR6	15520		Woolly hair, autosomal recessive 1, with or without hypotrichosis	AR	278150			
LPIN1	13345		Myoglobinuria, acute recurrent, autosomal recessive	AR	268200			
LPIN2	14450		Majeed syndrome		609628			
LPP	6679		Lipoma					
LPP	6679		Leukemia, acute myeloid	AD	601626			
LRAT	6685		Leber congenital amaurosis 14	AR	613341			
LRAT	6685		Retinal dystrophy, early-onset severe	AR	613341			
LRAT	6685		Retinitis pigmentosa, juvenile	AR	613341			
LRBA	1742		Immunodeficiency, common variable, 8, with autoimmunity	AR	614700			
LRIG2	20889		Urofacial syndrome 2	AR	615112			
LRIT3	24783		Night blindness, congenital stationary (complete), 1F, autosomal recessive	AR	615058			
LRP1	6692		?Keratosis pilaris atrophicans	AR	604093			
LRP2	6694		Donnai-Barrow syndrome	AR	222448			
LRP4	6696		?Myasthenic syndrome, congenital, 17	AR	616304			
LRP4	6696		Cenani-Lenz syndactyly syndrome	AR	212780			
LRP4	6696		Sclerosteosis 2	AD;AR	614305			
LRP5	6697		Exudative vitreoretinopathy 4	AD;AR	601813			
LRP5	6697		Hyperostosis, endosteal	AD	144750			
LRP5	6697		Osteopetrosis, autosomal dominant 1	AD	607634			
LRP5	6697		Osteoporosis-pseudoglioma syndrome	AR	259770			
LRP5	6697		Osteosclerosis	AD	144750			
LRP5	6697		van Buchem disease, type 2	AD	607636			
LRP5	6697		[Bone mineral density variability 1]	AD	601884			
LRP5	6697		{Osteoporosis}	AD	166710			
